t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi [rad],r_angvelo [rad/s],true_wind_speed [m/s],true_wind_direction [rad],delta_rudder [rad],n_prop [rps],x_position_mid_hat [m],u_velo_hat [m/s],y_position_mid_hat [m],vm_velo_hat [m/s],psi_hat [rad],r_angvelo_hat [rad/s],true_wind_speed_hat [m/s],true_wind_direction_hat [rad],collision,apparent_wind_speed [m/s],apparent_wind_direction [rad],apparent_wind_speed_hat [m/s],apparent_wind_direction_hat [rad]
33.3000000000002,5.354843445941579,0.21590361007467068,0.0006930163108708842,-5.882032729148876e-05,0.0007796376750353413,3.5554101005890404e-05,0.2167104190534123,2.825421247214689,0.0,10.0,5.398196322935842,0.21150329483337707,0.051969089179185454,-0.015596945460884342,0.002439155862021148,0.0021157619955631734,0.2167104190534123,2.825421247214689,0,0.42720227128880417,2.9826831258794737,0.42720227128880417,2.9826831258794737
33.400000000000205,5.376433804973212,0.21619520441257087,0.0007039669370831768,-5.9043767686581145e-05,0.0007831930851359304,3.555773472461156e-05,0.2174952560782778,2.834817185789311,0.0,10.0,5.427932463565011,0.23498704153969555,-0.032151158610414024,-0.01893972126603727,-0.0025699775484897035,-0.0008261491020520211,0.2174952560782778,2.834817185789311,0,0.42858170551349595,2.9872125483912173,0.42858170551349595,2.9872125483912173
33.500000000000206,5.3980533234081225,0.2164864519283544,0.000714994819307896,-5.925033015747856e-05,0.0007867488586083915,3.5566608635503926e-05,0.21666862249757787,2.8283472464460506,0.0,10.0,5.381356501942638,0.21677505206720019,-0.0013075829989367769,0.004542328520178866,-0.0014430366472871494,-0.00029661771740020434,0.21666862249757787,2.8283472464460506,0,0.42783579622705487,2.9843732083836483,0.42783579622705487,2.9843732083836483
33.60000000000021,5.419701966562499,0.21677734798556617,0.0007261018332646844,-5.946638096238172e-05,0.0007903055194719419,3.5571617240461795e-05,0.2171804849294765,2.851286331870293,0.0,10.0,5.436153722364077,0.2135604131827045,0.015409992603076569,0.008813625272652554,0.0011039928666601246,-0.0002515499111453408,0.2171804849294765,2.851286331870293,0,0.4293780335001036,2.995771138826231,0.4293780335001036,2.995771138826231
33.70000000000021,5.4413796992909464,0.21706789883411332,0.0007372872287030828,-5.964073018846538e-05,0.0007938626811959881,3.55802169794161e-05,0.21651659932465403,2.8345577794729007,0.0,10.0,5.453204928887457,0.2041582532239378,0.006172583536040321,-0.009529084703419259,-0.00045264376886255866,0.0005332980609547364,0.21651659932465403,2.8345577794729007,0,0.42846804413757006,2.9877379923268563,0.42846804413757006,2.9877379923268563
33.80000000000021,5.463086487069008,0.21735809711796564,0.000748555366170564,-5.98433258995721e-05,0.0007974207028939297,3.558574527103338e-05,0.21731479995122982,2.8365113075990718,0.0,10.0,5.457109337428772,0.21864911075385382,0.04051557181920681,-0.0115981333135144,0.00414313374518029,0.0020787180529461737,0.21731479995122982,2.8365113075990718,0,0.42960831988234405,2.988530952429453,0.42960831988234405,2.988530952429453
33.90000000000021,5.4848222946421545,0.21764794760591272,0.0007599036183047076,-6.00430736021123e-05,0.000800979277421033,3.5596260693157575e-05,0.2171839345790769,2.852165333776537,0.0,10.0,5.489221188113283,0.21874053930816387,0.04202010771643499,0.008848102473773179,-0.001680393669553486,-0.00018409574240976643,0.2171839345790769,2.852165333776537,0,0.4302702232943575,2.996496369085155,0.4302702232943575,2.996496369085155
34.00000000000021,5.506587087230276,0.2179374510305916,0.0007713324605870457,-6.0213511354953e-05,0.0008045389034903488,3.560678012928832e-05,0.2182206741020033,2.8287478290985413,0.0,10.0,5.498813069410133,0.19204644866841625,0.042985602146984526,0.001267108301094878,0.0016597058323106371,0.0010048962966366336,0.2182206741020033,2.8287478290985413,0,0.43081509298401777,2.984527244223879,0.43081509298401777,2.984527244223879
34.100000000000215,5.528380830124387,0.21822660326412593,0.0007828450252969052,-6.0428278528480477e-05,0.0008080995815032776,3.5622931730548826e-05,0.21907706080404923,2.812798714560143,0.0,10.0,5.558276356296086,0.21023342697196795,-0.007702072401299228,0.02012405006531118,-0.0007053337515820914,0.0009364031837040739,0.21907706080404923,2.812798714560143,0,0.4313886045569305,2.9763300267076964,0.4313886045569305,2.9763300267076964
34.200000000000216,5.550203488208636,0.2185154049449029,0.0007944370801748415,-6.067537537280603e-05,0.0008116618746763324,3.564398795521167e-05,0.2203171492935288,2.801421582309198,0.0,10.0,5.553332418139087,0.21824957087161478,0.012461740139107003,0.011227252819180128,0.0019536088150235234,0.0010448865809850815,0.2203171492935288,2.801421582309198,0,0.43248059710279724,2.9702561818679243,0.43248059710279724,2.9702561818679243
